model_size_quantile,model_size_threshold,runtime_quantile,runtime_threshold,optimal_val,feasible_ratio,top_10%_overlap,top_1%_overlap
0.001,625.0,0.001,8.080517768859863,0.01888435333967209,0.00034963348765432097,4.8225308641975306e-05,0.0
0.001,625.0,0.005,8.398170471191406,0.01888435333967209,0.0006430041152263374,0.00011252572016460906,0.0
0.001,625.0,0.01,8.750441551208496,0.01888435333967209,0.001338252314814815,0.00012056327160493826,0.0
0.001,625.0,0.05,9.44461441040039,0.01888435333967209,0.006381815843621399,0.0001326195987654321,0.0
0.001,625.0,0.1,10.48020076751709,0.01888435333967209,0.006860050154320988,0.00014065715020576133,0.0
0.001,625.0,0.25,17.099790573120117,0.018711373209953308,0.01268727494855967,0.00031748328189300413,0.0
0.001,625.0,0.5,32.41990661621094,0.009497508406639099,0.018353748713991768,0.0005425347222222222,8.037551440329219e-06
0.001,625.0,0.75,62.772621154785156,0.009497508406639099,0.02430957433127572,0.0007434735082304527,1.2056327160493826e-05
0.001,625.0,0.9,74.82072448730469,0.009497508406639099,0.02776170267489712,0.0007716049382716049,2.0093878600823045e-05
0.001,625.0,0.95,95.50543975830078,0.009497508406639099,0.027777777777777776,0.0007716049382716049,2.0093878600823045e-05
0.001,625.0,1.0,1219.961669921875,0.009497508406639099,0.027777777777777776,0.0007716049382716049,2.0093878600823045e-05
0.005,625.0,0.001,8.080517768859863,0.01888435333967209,0.00034963348765432097,4.8225308641975306e-05,0.0
0.005,625.0,0.005,8.398170471191406,0.01888435333967209,0.0006430041152263374,0.00011252572016460906,0.0
0.005,625.0,0.01,8.750441551208496,0.01888435333967209,0.001338252314814815,0.00012056327160493826,0.0
0.005,625.0,0.05,9.44461441040039,0.01888435333967209,0.006381815843621399,0.0001326195987654321,0.0
0.005,625.0,0.1,10.48020076751709,0.01888435333967209,0.006860050154320988,0.00014065715020576133,0.0
0.005,625.0,0.25,17.099790573120117,0.018711373209953308,0.01268727494855967,0.00031748328189300413,0.0
0.005,625.0,0.5,32.41990661621094,0.009497508406639099,0.018353748713991768,0.0005425347222222222,8.037551440329219e-06
0.005,625.0,0.75,62.772621154785156,0.009497508406639099,0.02430957433127572,0.0007434735082304527,1.2056327160493826e-05
0.005,625.0,0.9,74.82072448730469,0.009497508406639099,0.02776170267489712,0.0007716049382716049,2.0093878600823045e-05
0.005,625.0,0.95,95.50543975830078,0.009497508406639099,0.027777777777777776,0.0007716049382716049,2.0093878600823045e-05
0.005,625.0,1.0,1219.961669921875,0.009497508406639099,0.027777777777777776,0.0007716049382716049,2.0093878600823045e-05
0.01,625.0,0.001,8.080517768859863,0.01888435333967209,0.00034963348765432097,4.8225308641975306e-05,0.0
0.01,625.0,0.005,8.398170471191406,0.01888435333967209,0.0006430041152263374,0.00011252572016460906,0.0
0.01,625.0,0.01,8.750441551208496,0.01888435333967209,0.001338252314814815,0.00012056327160493826,0.0
0.01,625.0,0.05,9.44461441040039,0.01888435333967209,0.006381815843621399,0.0001326195987654321,0.0
0.01,625.0,0.1,10.48020076751709,0.01888435333967209,0.006860050154320988,0.00014065715020576133,0.0
0.01,625.0,0.25,17.099790573120117,0.018711373209953308,0.01268727494855967,0.00031748328189300413,0.0
0.01,625.0,0.5,32.41990661621094,0.009497508406639099,0.018353748713991768,0.0005425347222222222,8.037551440329219e-06
0.01,625.0,0.75,62.772621154785156,0.009497508406639099,0.02430957433127572,0.0007434735082304527,1.2056327160493826e-05
0.01,625.0,0.9,74.82072448730469,0.009497508406639099,0.02776170267489712,0.0007716049382716049,2.0093878600823045e-05
0.01,625.0,0.95,95.50543975830078,0.009497508406639099,0.027777777777777776,0.0007716049382716049,2.0093878600823045e-05
0.01,625.0,1.0,1219.961669921875,0.009497508406639099,0.027777777777777776,0.0007716049382716049,2.0093878600823045e-05
0.05,913.0,0.001,8.080517768859863,0.011801732704043388,0.0005184220679012346,8.84130658436214e-05,4.018775720164609e-06
0.05,913.0,0.005,8.398170471191406,0.011801732704043388,0.0013945151748971194,0.00030140817901234566,8.037551440329219e-06
0.05,913.0,0.01,8.750441551208496,0.011801732704043388,0.0024715470679012347,0.00034963348765432097,8.037551440329219e-06
0.05,913.0,0.05,9.44461441040039,0.011801732704043388,0.012795781893004116,0.0003938400205761317,8.037551440329219e-06
0.05,913.0,0.1,10.48020076751709,0.011801732704043388,0.013728137860082305,0.0004058963477366255,8.037551440329219e-06
0.05,913.0,0.25,17.099790573120117,0.011801732704043388,0.02545090663580247,0.0008559992283950617,2.0093878600823045e-05
0.05,913.0,0.5,32.41990661621094,0.008431612513959408,0.036611046810699585,0.001338252314814815,6.831918724279835e-05
0.05,913.0,0.75,62.772621154785156,0.008431612513959408,0.04876382458847737,0.001840599279835391,0.00011252572016460906
0.05,913.0,0.9,74.82072448730469,0.008431612513959408,0.055511349022633744,0.0018727494855967078,0.00012056327160493826
0.05,913.0,0.95,95.50543975830078,0.008431612513959408,0.055531442901234566,0.0018727494855967078,0.00012056327160493826
0.05,913.0,1.0,1219.961669921875,0.008431612513959408,0.05555555555555555,0.0018727494855967078,0.00012056327160493826
0.1,1489.0,0.001,8.080517768859863,0.011801732704043388,0.0006992669753086419,0.0001326195987654321,4.018775720164609e-06
0.1,1489.0,0.005,8.398170471191406,0.01077636145055294,0.0028975372942386833,0.0007716049382716049,3.616898148148148e-05
0.1,1489.0,0.01,8.750441551208496,0.01077636145055294,0.004545235339506173,0.0008720743312757202,4.018775720164609e-05
0.1,1489.0,0.05,9.44461441040039,0.01077636145055294,0.02430957433127572,0.0009564686213991769,4.018775720164609e-05
0.1,1489.0,0.1,10.48020076751709,0.01077636145055294,0.02745627572016461,0.0009765625,4.018775720164609e-05
0.1,1489.0,0.25,17.099790573120117,0.007052076049149036,0.048615129886831275,0.0020294817386831278,8.037551440329218e-05
0.1,1489.0,0.5,32.41990661621094,0.007052076049149036,0.07220534336419752,0.0030984760802469135,0.00021701388888888888
0.1,1489.0,0.75,62.772621154785156,0.007052076049149036,0.09651893647119342,0.004219714506172839,0.00036972736625514403
0.1,1489.0,0.9,74.82072448730469,0.007052076049149036,0.11102269804526749,0.004300090020576131,0.00037776491769547327
0.1,1489.0,0.95,95.50543975830078,0.007052076049149036,0.11106288580246913,0.004300090020576131,0.00037776491769547327
0.1,1489.0,1.0,1219.961669921875,0.007052076049149036,0.1111111111111111,0.004300090020576131,0.00037776491769547327
0.25,3457.0,0.001,8.080517768859863,0.011801732704043388,0.0009323559670781893,0.00019692001028806584,1.2056327160493826e-05
0.25,3457.0,0.005,8.398170471191406,0.009773137047886848,0.004822530864197531,0.0014306841563786008,9.243184156378601e-05
0.25,3457.0,0.01,8.750441551208496,0.00916349794715643,0.008957851080246914,0.0022505144032921812,0.00016476980452674898
