precision_quantile,precision_threshold,runtime_quantile,runtime_threshold,optimal_val,feasible_ratio,top_10%_overlap,top_1%_overlap
0.001,0.8846153846153846,0.001,0.057608604431152344,0.5188679245283019,6.666666666666667e-06,0.0,0.0
0.001,0.8846153846153846,0.005,0.09961485862731934,0.5188679245283019,5.333333333333333e-05,0.0,0.0
0.001,0.8846153846153846,0.01,0.12027740478515625,0.5188679245283019,7.333333333333333e-05,0.0,0.0
0.001,0.8846153846153846,0.05,0.246567964553833,0.5188679245283019,0.00025333333333333333,0.0,0.0
0.001,0.8846153846153846,0.1,0.42780017852783203,0.5188679245283019,0.00038666666666666667,0.0,0.0
0.001,0.8846153846153846,0.25,1.0863711833953857,0.5188679245283019,0.0006466666666666667,0.0,0.0
0.001,0.8846153846153846,0.5,3.543266534805298,0.5188679245283019,0.0011733333333333333,0.0,0.0
0.001,0.8846153846153846,0.75,16.37714195251465,0.5188679245283019,0.0016066666666666666,0.0,0.0
0.001,0.8846153846153846,0.9,90.17080354690552,0.5188679245283019,0.0017533333333333333,0.0,0.0
0.001,0.8846153846153846,0.95,242.71834135055542,0.5188679245283019,0.0017933333333333334,0.0,0.0
0.001,0.8846153846153846,1.0,13488.763548612595,0.5188679245283019,0.0018133333333333332,0.0,0.0
0.005,0.8828828828828829,0.001,0.057608604431152344,0.5188679245283019,6.666666666666667e-06,0.0,0.0
0.005,0.8828828828828829,0.005,0.09961485862731934,0.5094339622641509,8.666666666666667e-05,0.0,0.0
0.005,0.8828828828828829,0.01,0.12027740478515625,0.5094339622641509,0.00012,0.0,0.0
0.005,0.8828828828828829,0.05,0.246567964553833,0.5094339622641509,0.00046666666666666666,0.0,0.0
0.005,0.8828828828828829,0.1,0.42780017852783203,0.5094339622641509,0.0008866666666666667,0.0,0.0
0.005,0.8828828828828829,0.25,1.0863711833953857,0.5094339622641509,0.00178,0.0,0.0
0.005,0.8828828828828829,0.5,3.543266534805298,0.5094339622641509,0.00356,0.0,0.0
0.005,0.8828828828828829,0.75,16.37714195251465,0.5094339622641509,0.004926666666666667,0.0,0.0
0.005,0.8828828828828829,0.9,90.17080354690552,0.5094339622641509,0.00562,0.0,0.0
0.005,0.8828828828828829,0.95,242.71834135055542,0.5094339622641509,0.005733333333333333,0.0,0.0
0.005,0.8828828828828829,1.0,13488.763548612595,0.5094339622641509,0.005826666666666667,0.0,0.0
0.01,0.7943661971830986,0.001,0.057608604431152344,0.5188679245283019,6.666666666666667e-06,0.0,0.0
0.01,0.7943661971830986,0.005,0.09961485862731934,0.5094339622641509,0.00010666666666666667,0.0,0.0
0.01,0.7943661971830986,0.01,0.12027740478515625,0.5094339622641509,0.00017333333333333334,0.0,0.0
0.01,0.7943661971830986,0.05,0.246567964553833,0.5094339622641509,0.0006133333333333334,0.0,0.0
0.01,0.7943661971830986,0.1,0.42780017852783203,0.5094339622641509,0.0011666666666666668,0.0,0.0
0.01,0.7943661971830986,0.25,1.0863711833953857,0.5094339622641509,0.0023666666666666667,0.0,0.0
0.01,0.7943661971830986,0.5,3.543266534805298,0.5094339622641509,0.005273333333333333,0.0,0.0
0.01,0.7943661971830986,0.75,16.37714195251465,0.5094339622641509,0.007726666666666666,0.0,0.0
0.01,0.7943661971830986,0.9,90.17080354690552,0.5094339622641509,0.009273333333333333,0.0,0.0
0.01,0.7943661971830986,0.95,242.71834135055542,0.5094339622641509,0.009633333333333334,0.0,0.0
0.01,0.7943661971830986,1.0,13488.763548612595,0.5094339622641509,0.010066666666666666,0.0,0.0
0.05,0.7597760398151441,0.001,0.057608604431152344,0.5188679245283019,6.666666666666667e-06,0.0,0.0
0.05,0.7597760398151441,0.005,0.09961485862731934,0.5094339622641509,0.00020666666666666666,0.0,0.0
0.05,0.7597760398151441,0.01,0.12027740478515625,0.5094339622641509,0.0004133333333333333,0.0,0.0
0.05,0.7597760398151441,0.05,0.246567964553833,0.5094339622641509,0.0017,0.0,0.0
0.05,0.7597760398151441,0.1,0.42780017852783203,0.5094339622641509,0.00356,0.0,0.0
0.05,0.7597760398151441,0.25,1.0863711833953857,0.5094339622641509,0.008513333333333333,0.0,0.0
0.05,0.7597760398151441,0.5,3.543266534805298,0.5094339622641509,0.018746666666666665,0.0,0.0
0.05,0.7597760398151441,0.75,16.37714195251465,0.5094339622641509,0.030933333333333334,0.0,0.0
0.05,0.7597760398151441,0.9,90.17080354690552,0.5094339622641509,0.041986666666666665,0.0,0.0
0.05,0.7597760398151441,0.95,242.71834135055542,0.5094339622641509,0.046413333333333334,0.0,0.0
0.05,0.7597760398151441,1.0,13488.763548612595,0.5094339622641509,0.05228,0.0,0.0
0.1,0.7444258639910815,0.001,0.057608604431152344,0.5188679245283019,6.666666666666667e-06,0.0,0.0
0.1,0.7444258639910815,0.005,0.09961485862731934,0.5094339622641509,0.0002666666666666667,0.0,0.0
0.1,0.7444258639910815,0.01,0.12027740478515625,0.5094339622641509,0.0005866666666666667,0.0,0.0
0.1,0.7444258639910815,0.05,0.246567964553833,0.5094339622641509,0.003033333333333333,0.0,0.0
0.1,0.7444258639910815,0.1,0.42780017852783203,0.5094339622641509,0.00692,0.0,0.0
0.1,0.7444258639910815,0.25,1.0863711833953857,0.5094339622641509,0.017153333333333333,0.0,0.0
0.1,0.7444258639910815,0.5,3.543266534805298,0.5094339622641509,0.03664666666666667,0.0,0.0
0.1,0.7444258639910815,0.75,16.37714195251465,0.5094339622641509,0.06027333333333333,0.0,0.0
0.1,0.7444258639910815,0.9,90.17080354690552,0.5094339622641509,0.08186,0.0,0.0
0.1,0.7444258639910815,0.95,242.71834135055542,0.5094339622641509,0.09040666666666666,0.0,0.0
0.1,0.7444258639910815,1.0,13488.763548612595,0.5094339622641509,0.10158666666666667,0.0,0.0
0.25,0.7285837651122625,0.001,0.057608604431152344,0.5188679245283019,6.666666666666667e-06,0.0,0.0
0.25,0.7285837651122625,0.005,0.09961485862731934,0.5094339622641509,0.0005133333333333333,0.0,0.0
0.25,0.7285837651122625,0.01,0.12027740478515625,0.5094339622641509,0.0013466666666666666,0.0,0.0
0.25,0.7285837651122625,0.05,0.246567964553833,0.5094339622641509,0.008286666666666666,0.0,0.0
0.25,0.7285837651122625,0.1,0.42780017852783203,0.5094339622641509,0.01832,0.0,0.0
0.25,0.7285837651122625,0.25,1.0863711833953857,0.5094339622641509,0.047946666666666665,0.0,0.0
0.25,0.7285837651122625,0.5,3.543266534805298,0.5094339622641509,0.10113333333333334,0.0,0.0
0.25,0.7285837651122625,0.75,16.37714195251465,0.5094339622641509,0.16492666666666667,0.0,0.0
0.25,0.7285837651122625,0.9,90.17080354690552,0.5094339622641509,0.21288666666666667,0.0,0.0
0.25,0.7285837651122625,0.95,242.71834135055542,0.5094339622641509,0.23093333333333332,0.0,0.0
0.25,0.7285837651122625,1.0,13488.763548612595,0.5094339622641509,0.25226,0.0,0.0
0.5,0.7019085411942554,0.001,0.057608604431152344,0.5188679245283019,2e-05,0.0,0.0
0.5,0.7019085411942554,0.005,0.09961485862731934,0.5094339622641509,0.0011533333333333333,0.0,0.0
0.5,0.7019085411942554,0.01,0.12027740478515625,0.5094339622641509,0.00298,0.0,0.0
0.5,0.7019085411942554,0.05,0.246567964553833,0.5094339622641509,0.017973333333333334,0.0,0.0
0.5,0.7019085411942554,0.1,0.42780017852783203,0.5094339622641509,0.03783333333333333,0.0,0.0
0.5,0.7019085411942554,0.25,1.0863711833953857,0.5094339622641509,0.0993,0.0,0.0
0.5,0.7019085411942554,0.5,3.543266534805298,0.5094339622641509,0.21376666666666666,0.0,0.0
0.5,0.7019085411942554,0.75,16.37714195251465,0.5094339622641509,0.3539733333333333,0.0,0.0
0.5,0.7019085411942554,0.9,90.17080354690552,0.5094339622641509,0.4454666666666667,0.0,0.0
0.5,0.7019085411942554,0.95,242.71834135055542,0.5094339622641509,0.4761066666666667,0.0,0.0
0.5,0.7019085411942554,1.0,13488.763548612595,0.5094339622641509,0.5088666666666667,0.0,0.0
0.75,0.607736240913811,0.001,0.057608604431152344,0.5188679245283019,0.00010666666666666667,0.0,0.0
0.75,0.607736240913811,0.005,0.09961485862731934,0.5064927857935627,0.0022533333333333333,0.0,0.0
0.75,0.607736240913811,0.01,0.12027740478515625,0.5064927857935627,0.005546666666666667,0.0,0.0
0.75,0.607736240913811,0.05,0.246567964553833,0.5064927857935627,0.0331,0.0,0.0
0.75,0.607736240913811,0.1,0.42780017852783203,0.5058823529411764,0.06802,0.0,0.0
0.75,0.607736240913811,0.25,1.0863711833953857,0.5058823529411764,0.1696,0.0,0.0
