model_size_quantile,model_size_threshold,runtime_quantile,runtime_threshold,optimal_val,feasible_ratio,top_10%_overlap,top_1%_overlap
0.001,449.0,0.001,61.01619338989258,0.3218631148338318,0.00020897633744855967,0.0,0.0
0.001,449.0,0.005,63.20615005493164,0.32034966349601746,0.0010770318930041153,0.0,0.0
0.001,449.0,0.01,64.90803527832031,0.32034966349601746,0.002511734825102881,0.0,0.0
0.001,449.0,0.05,73.07342529296875,0.31659314036369324,0.006896219135802469,0.0,0.0
0.001,449.0,0.1,84.78373718261719,0.31659314036369324,0.006944444444444444,0.0,0.0
0.001,449.0,0.25,125.22093963623047,0.3150056004524231,0.009182902520576132,0.0,0.0
0.001,449.0,0.5,241.08860778808594,0.3150056004524231,0.014383198302469136,0.0,0.0
0.001,449.0,0.75,468.0736999511719,0.3150056004524231,0.020853427211934155,0.0,0.0
0.001,449.0,0.9,551.15234375,0.3128316402435303,0.027777777777777776,0.0,0.0
0.001,449.0,0.95,659.8104858398438,0.3128316402435303,0.027777777777777776,0.0,0.0
0.001,449.0,1.0,2397.785400390625,0.3128316402435303,0.027777777777777776,0.0,0.0
0.005,449.0,0.001,61.01619338989258,0.3218631148338318,0.00020897633744855967,0.0,0.0
0.005,449.0,0.005,63.20615005493164,0.32034966349601746,0.0010770318930041153,0.0,0.0
0.005,449.0,0.01,64.90803527832031,0.32034966349601746,0.002511734825102881,0.0,0.0
0.005,449.0,0.05,73.07342529296875,0.31659314036369324,0.006896219135802469,0.0,0.0
0.005,449.0,0.1,84.78373718261719,0.31659314036369324,0.006944444444444444,0.0,0.0
0.005,449.0,0.25,125.22093963623047,0.3150056004524231,0.009182902520576132,0.0,0.0
0.005,449.0,0.5,241.08860778808594,0.3150056004524231,0.014383198302469136,0.0,0.0
0.005,449.0,0.75,468.0736999511719,0.3150056004524231,0.020853427211934155,0.0,0.0
0.005,449.0,0.9,551.15234375,0.3128316402435303,0.027777777777777776,0.0,0.0
0.005,449.0,0.95,659.8104858398438,0.3128316402435303,0.027777777777777776,0.0,0.0
0.005,449.0,1.0,2397.785400390625,0.3128316402435303,0.027777777777777776,0.0,0.0
0.01,449.0,0.001,61.01619338989258,0.3218631148338318,0.00020897633744855967,0.0,0.0
0.01,449.0,0.005,63.20615005493164,0.32034966349601746,0.0010770318930041153,0.0,0.0
